1.43949, 1.44156, 1.44783, 1.45839, 1.47344, 1.49327, 1.51824, 1.54887, 1.5858, 1.62987, 1.68217, 1.74408, 1.81743, 1.90463, 2.00891, 2.13472, 2.28834, 2.47892, 2.72036, 3.03487, 3.46048, 4.06862, 5.01294, 6.70405, 10.862, 33.6238, 116.882, 32.0982, 14.1002, 8.08192, 5.46308, 4.07503, 3.22813, 2.65968, 2.25215, 1.94582, 1.70728, 1.51638, 1.36023, 1.23023, 1.1204, 1.02645, 0.945224, 0.874356, 0.812026, 0.756817, 0.707609, 0.663502, 0.623768, 0.58781, 0.555133, 0.525325, 0.498041, 0.472986, 0.449911, 0.4286, 0.40887, 0.39056, 0.373529, 0.357657, 0.342836, 0.328971, 0.315978, 0.303783, 0.292321, 0.28153, 0.27136, 0.261761, 0.252691, 0.244111, 0.235985, 0.228283, 0.220975, 0.214034, 0.207437, 0.201161, 0.195186, 0.189494, 0.184068, 0.178892, 0.173952, 0.169235, 0.164727, 0.160419, 0.156299, 0.152358, 0.148587, 0.144978, 0.141523, 0.138214, 0.135045, 0.132011, 0.129105, 0.126321, 0.123656, 0.121104, 0.118661, 0.116323, 0.114087, 0.111949, 0.109905, 0.107954, 0.106092, 0.104316, 0.102625, 0.101016, 0.0994877, 0.0980373, 0.0966637, 0.0953653, 0.0941406, 0.0929882, 0.0919072, 0.0908963, 0.0899548, 0.0890814, 0.0882758, 0.0875368, 0.0868641, 0.086257, 0.0857151, 0.0852379, 0.084825, 0.0844762, 0.0841911, 0.0839696, 0.0838115, 0.0837166, 
2.85225, 2.85602, 2.86738, 2.88653, 2.91378, 2.9496, 2.99462, 3.04967, 3.11583, 3.19446, 3.2873, 3.39658, 3.52517, 3.67682, 3.85648, 4.07082, 4.32904, 4.64421, 5.03548, 5.53227, 6.18232, 7.06915, 8.35485, 10.406, 14.2684, 23.8363, 50.6059, 81.9785, 58.8605, 37.55, 21.838, 13.7985, 9.72208, 7.42202, 5.97282, 4.97935, 4.25563, 3.70453, 3.27067, 2.9202, 2.63121, 2.38889, 2.18287, 2.00564, 1.85163, 1.71663, 1.5974, 1.49138, 1.39655, 1.31126, 1.23419, 1.16424, 1.1005, 1.04221, 0.988725, 0.939494, 0.894052, 0.851997, 0.812981, 0.776702, 0.742895, 0.71133, 0.681802, 0.654131, 0.628158, 0.60374, 0.580751, 0.559075, 0.538613, 0.519271, 0.500966, 0.483624, 0.467177, 0.451563, 0.436726, 0.422614, 0.40918, 0.396383, 0.384181, 0.37254, 0.361427, 0.35081, 0.340662, 0.330957, 0.321671, 0.312783, 0.30427, 0.296116, 0.288302, 0.280812, 0.273631, 0.266746, 0.260143, 0.253811, 0.247738, 0.241916, 0.236333, 0.230982, 0.225854, 0.220942, 0.216239, 0.21174, 0.207437, 0.203327, 0.199404, 0.195664, 0.192103, 0.188717, 0.185503, 0.182458, 0.179581, 0.176867, 0.174316, 0.171926, 0.169695, 0.167622, 0.165705, 0.163945, 0.162339, 0.160888, 0.15959, 0.158447, 0.157456, 0.156618, 0.155932, 0.155399, 0.155018, 0.15479, 
1.76925, 1.7727, 1.78311, 1.80062, 1.82544, 1.85792, 1.89852, 1.94783, 2.00661, 2.07583, 2.15671, 2.25081, 2.36009, 2.48708, 2.63505, 2.8083, 3.01262, 3.25588, 3.5492, 3.90871, 4.35887, 4.9387, 5.71484, 6.81168, 8.49091, 11.3915, 17.2771, 30.4031, 53.2633, 63.884, 55.6508, 49.8925, 33.2078, 20.7232, 13.8216, 10.1147, 7.96784, 6.60152, 5.65995, 4.97086, 4.44351, 4.02606, 3.68685, 3.40543, 3.16797, 2.9648, 2.7889, 2.63509, 2.49942, 2.37884, 2.27097, 2.17388, 2.08605, 2.00622, 1.93334, 1.86656, 1.80514, 1.74848, 1.69605, 1.6474, 1.60216, 1.55997, 1.52056, 1.48367, 1.44907, 1.41656, 1.38597, 1.35714, 1.32994, 1.30423, 1.27992, 1.25689, 1.23505, 1.21433, 1.19465, 1.17594, 1.15814, 1.1412, 1.12505, 1.10966, 1.09498, 1.08098, 1.0676, 1.05483, 1.04263, 1.03097, 1.01982, 1.00916, 0.998968, 0.98922, 0.979898, 0.970982, 0.962455, 0.954301, 0.946505, 0.939054, 0.931934, 0.925132, 0.918638, 0.912441, 0.906531, 0.900899, 0.895535, 0.890432, 0.885582, 0.880978, 0.876613, 0.87248, 0.868575, 0.864892, 0.861426, 0.858171, 0.855125, 0.852281, 0.849638, 0.847191, 0.844938, 0.842875, 0.841, 0.83931, 0.837804, 0.836479, 0.835334, 0.834367, 0.833578, 0.832966, 0.832529, 0.832267, 
2.42075, 2.42319, 2.43055, 2.44292, 2.46046, 2.48338, 2.512, 2.5467, 2.58798, 2.63644, 2.69286, 2.75816, 2.83353, 2.92043, 3.02069, 3.13666, 3.27135, 3.42871, 3.61402, 3.83448, 4.10023, 4.42597, 4.83399, 5.35982, 6.06397, 7.05819, 8.57098, 11.1224, 15.9637, 25.6767, 42.3118, 56.6023, 48.8709, 50.6179, 49.0038, 37.1363, 24.4337, 15.9163, 10.9966, 8.16809, 6.44097, 5.30432, 4.50499, 3.91256, 3.45539, 3.09142, 2.79445, 2.54735, 2.33843, 2.15943, 2.00433, 1.86865, 1.74898, 1.64267, 1.54763, 1.46218, 1.38497, 1.3149, 1.25104, 1.19262, 1.13902, 1.08967, 1.04411, 1.00194, 0.962825, 0.926451, 0.892562, 0.860926, 0.831342, 0.803632, 0.777637, 0.753216, 0.730243, 0.708606, 0.688202, 0.668941, 0.650741, 0.633527, 0.617231, 0.601793, 0.587155, 0.573267, 0.560082, 0.547557, 0.535654, 0.524335, 0.513568, 0.503323, 0.49357, 0.484284, 0.475442, 0.467019, 0.458997, 0.451356, 0.444077, 0.437145, 0.430543, 0.424259, 0.418277, 0.412587, 0.407177, 0.402035, 0.397152, 0.392518, 0.388125, 0.383965, 0.38003, 0.376313, 0.372807, 0.369507, 0.366407, 0.363501, 0.360786, 0.358256, 0.355906, 0.353735, 0.351737, 0.349911, 0.348252, 0.346759, 0.345429, 0.344261, 0.343251, 0.3424, 0.341705, 0.341165, 0.34078, 0.34055, 
0.115606, 0.121861, 0.139063, 0.164104, 0.19441, 0.228436, 0.265392, 0.304942, 0.347022, 0.391746, 0.43936, 0.49022, 0.544794, 0.603672, 0.66759, 0.737462, 0.814436, 0.899962, 0.995905, 1.1047, 1.22958, 1.37495, 1.54697, 1.7545, 2.01077, 2.3364, 2.76527, 3.35668, 4.22252, 5.59276, 7.97624, 12.513, 21.3931, 36.7587, 53.5771, 49.9138, 39.7282, 45.6115, 50.1471, 38.0151, 24.7707, 15.7394, 10.4517, 7.4501, 5.68955, 4.59227, 3.86244, 3.34809, 2.96784, 2.67568, 2.44414, 2.25596, 2.09985, 1.9681, 1.8553, 1.75755, 1.67196, 1.59633, 1.52898, 1.46859, 1.4141, 1.36468, 1.31965, 1.27842, 1.24053, 1.2056, 1.17328, 1.1433, 1.1154, 1.08939, 1.06508, 1.04232, 1.02096, 1.00089, 0.981989, 0.964174, 0.947358, 0.931464, 0.916424, 0.902179, 0.888672, 0.875856, 0.863684, 0.852116, 0.841116, 0.830649, 0.820684, 0.811193, 0.802151, 0.793533, 0.785318, 0.777484, 0.770015, 0.762892, 0.7561, 0.749623, 0.743448, 0.737563, 0.731956, 0.726616, 0.721532, 0.716695, 0.712097, 0.707729, 0.703584, 0.699654, 0.695934, 0.692416, 0.689095, 0.685967, 0.683025, 0.680266, 0.677686, 0.675279, 0.673044, 0.670976, 0.669073, 0.667332, 0.66575, 0.664326, 0.663056, 0.66194, 0.660976, 0.660162, 0.659498, 0.658982, 0.658614, 0.658394, 
1.089, 1.0898, 1.09218, 1.09619, 1.10184, 1.1092, 1.11833, 1.12932, 1.14227, 1.15731, 1.17461, 1.19436, 1.21677, 1.24213, 1.27075, 1.30304, 1.33948, 1.38065, 1.42726, 1.48022, 1.54065, 1.60998, 1.69005, 1.78327, 1.8929, 2.02333, 2.18077, 2.37415, 2.61679, 2.92943, 3.34591, 3.92466, 4.77315, 6.10185, 8.34008, 12.3425, 19.5469, 31.2652, 45.1841, 49.4955, 35.0928, 44.9846, 33.5528, 45.5405, 43.059, 31.3763, 20.5368, 13.2638, 8.91728, 6.37091, 4.83073, 3.84701, 3.18143, 2.70726, 2.35456, 2.08284, 1.86743, 1.69261, 1.54796, 1.42631, 1.32261, 1.23316, 1.15522, 1.08672, 1.02604, 0.971936, 0.923402, 0.879632, 0.839969, 0.803874, 0.770898, 0.740666, 0.712861, 0.687214, 0.663493, 0.641502, 0.621068, 0.602042, 0.584294, 0.567709, 0.552187, 0.537637, 0.523982, 0.511149, 0.499076, 0.487706, 0.476988, 0.466876, 0.457329, 0.448309, 0.439781, 0.431716, 0.424084, 0.416859, 0.410018, 0.40354, 0.397404, 0.391593, 0.386088, 0.380876, 0.375941, 0.371272, 0.366854, 0.362678, 0.358733, 0.35501, 0.351499, 0.348193, 0.345084, 0.342166, 0.339431, 0.336873, 0.334488, 0.332271, 0.330216, 0.328321, 0.32658, 0.32499, 0.323549, 0.322253, 0.3211, 0.320087, 0.319214, 0.318477, 0.317877, 0.317411, 0.317079, 0.31688, 
1.38704, 1.38774, 1.38986, 1.3934, 1.39839, 1.40486, 1.41285, 1.42243, 1.43366, 1.44662, 1.46141, 1.47814, 1.49695, 1.518, 1.54146, 1.56756, 1.59655, 1.62873, 1.66445, 1.70414, 1.74829, 1.79752, 1.85255, 1.91431, 1.9839, 2.06273, 2.1526, 2.25583, 2.37545, 2.51558, 2.68183, 2.88217, 3.12823, 3.43764, 3.83833, 4.37687, 5.13542, 6.26715, 8.06877, 11.1079, 16.3457, 24.8761, 36.283, 44.9515, 40.2679, 34.2106, 41.3191, 34.3027, 35.9602, 42.2561, 37.7082, 28.2804, 19.6149, 13.4412, 9.48165, 7.01197, 5.44351, 4.40517, 3.68374, 3.15906, 2.76214, 2.4519, 2.20281, 1.99837, 1.82748, 1.68244, 1.55775, 1.44935, 1.35424, 1.27008, 1.19508, 1.12782, 1.06715, 1.01216, 0.962095, 0.916322, 0.874321, 0.835653, 0.799947, 0.766884, 0.736192, 0.707635, 0.681008, 0.656133, 0.632853, 0.61103, 0.590544, 0.571285, 0.553158, 0.536077, 0.519966, 0.504757, 0.490386, 0.476799, 0.463945, 0.451779, 0.44026, 0.429349, 0.419014, 0.409223, 0.399948, 0.391164, 0.382846, 0.374975, 0.367529, 0.360492, 0.353848, 0.34758, 0.341677, 0.336125, 0.330914, 0.326033, 0.321473, 0.317226, 0.313284, 0.30964, 0.306289, 0.303224, 0.30044, 0.297935, 0.295702, 0.29374, 0.292045, 0.290615, 0.289447, 0.288541, 0.287894, 0.287507, 
0.131171, 0.134107, 0.14258, 0.155766, 0.172708, 0.192568, 0.214717, 0.238723, 0.264305, 0.291297, 0.319611, 0.349217, 0.380129, 0.412397, 0.446099, 0.481338, 0.518245, 0.556973, 0.597706, 0.640654, 0.686064, 0.734222, 0.785458, 0.840158, 0.898777, 0.961848, 1.03001, 1.10401, 1.18479, 1.27345, 1.37139, 1.48035, 1.60252, 1.74075, 1.89877, 2.0816, 2.29614, 2.55215, 2.86392, 3.25313, 3.75417, 4.42418, 5.36274, 6.74957, 8.91004, 12.3945, 17.9523, 26.0418, 35.364, 41.0151, 37.339, 32.8695, 36.6592, 34.0346, 34.9126, 32.8606, 36.7015, 35.7324, 29.3448, 21.9248, 15.9204, 11.7517, 9.02435, 7.24701, 6.05588, 5.22364, 4.61644, 4.1558, 3.79461, 3.50355, 3.26371, 3.06238, 2.89076, 2.74257, 2.61321, 2.49922, 2.39797, 2.30741, 2.2259, 2.15215, 2.0851, 2.02389, 1.96778, 1.91619, 1.86861, 1.8246, 1.78379, 1.74587, 1.71057, 1.67765, 1.64689, 1.61811, 1.59115, 1.56588, 1.54215, 1.51986, 1.49891, 1.4792, 1.46065, 1.44319, 1.42675, 1.41128, 1.39671, 1.383, 1.3701, 1.35798, 1.34658, 1.33589, 1.32586, 1.31648, 1.30771, 1.29953, 1.29191, 1.28485, 1.27832, 1.2723, 1.26679, 1.26176, 1.2572, 1.25311, 1.24947, 1.24629, 1.24354, 1.24122, 1.23933, 1.23787, 1.23682, 1.2362, 
1.11306, 1.1134, 1.11441, 1.1161, 1.11847, 1.12153, 1.1253, 1.12979, 1.13502, 1.14101, 1.14778, 1.15537, 1.16381, 1.17314, 1.18339, 1.19463, 1.2069, 1.22026, 1.23479, 1.25057, 1.26769, 1.28624, 1.30634, 1.32814, 1.35177, 1.3774, 1.40525, 1.43554, 1.46853, 1.50454, 1.54393, 1.58714, 1.63469, 1.6872, 1.74543, 1.8103, 1.88295, 1.96482, 2.05775, 2.16408, 2.28692, 2.43042, 2.60027, 2.80448, 3.05465, 3.36816, 3.77205, 4.3101, 5.05613, 6.13833, 7.78101, 10.3602, 14.4269, 20.5414, 28.6115, 36.5361, 39.2318, 32.9296, 30.8389, 36.3962, 29.5695, 35.9137, 30.0067, 31.2121, 37.0549, 34.722, 27.5046, 19.9932, 14.1434, 10.1287, 7.50651, 5.79929, 4.66024, 3.87115, 3.30191, 2.87549, 2.54539, 2.28269, 2.06873, 1.89108, 1.74116, 1.61289, 1.50187, 1.40479, 1.31918, 1.2431, 1.17504, 1.1138, 1.05841, 1.00808, 0.962163, 0.920119, 0.881496, 0.845912, 0.813042, 0.782611, 0.75438, 0.728143, 0.70372, 0.680957, 0.659717, 0.63988, 0.621339, 0.604003, 0.587787, 0.572619, 0.558433, 0.545172, 0.532782, 0.521219, 0.510441, 0.50041, 0.491094, 0.482464, 0.474494, 0.467159, 0.46044, 0.454318, 0.448777, 0.443802, 0.439382, 0.435505, 0.432164, 0.429348, 0.427053, 0.425274, 0.424005, 0.423245, 
0.789492, 0.789725, 0.790425, 0.791594, 0.793235, 0.795354, 0.797958, 0.801054, 0.804654, 0.808768, 0.81341, 0.818596, 0.824343, 0.830672, 0.837605, 0.845167, 0.853386, 0.862293, 0.871924, 0.882316, 0.893513, 0.905562, 0.918518, 0.932439, 0.947392, 0.963451, 0.980699, 0.999231, 1.01915, 1.04058, 1.06365, 1.08852, 1.11536, 1.14438, 1.1758, 1.2099, 1.24699, 1.28744, 1.33169, 1.38026, 1.43376, 1.49295, 1.55874, 1.63228, 1.71498, 1.80865, 1.9156, 2.03885, 2.18246, 2.35194, 2.555, 2.80271, 3.11154, 3.50673, 4.02857, 4.74355, 5.76419, 7.28147, 9.60627, 13.1861, 18.4902, 25.5558, 33.0256, 37.2155, 33.9063, 28.2541, 33.2762, 31.4096, 30.8345, 31.0906, 32.3915, 27.3892, 32.2282, 34.9354, 31.122, 24.4503, 18.0561, 13.1333, 9.71006, 7.42386, 5.8998, 4.86141, 4.12986, 3.59541, 3.19133, 2.87643, 2.62465, 2.41892, 2.24773, 2.1031, 1.97932, 1.87221, 1.77864, 1.69624, 1.62317, 1.55797, 1.49948, 1.44678, 1.39909, 1.35579, 1.31635, 1.28034, 1.24738, 1.21716, 1.1894, 1.16389, 1.1404, 1.11878, 1.09887, 1.08053, 1.06365, 1.04813, 1.03387, 1.0208, 1.00885, 0.997946, 0.988043, 0.979089, 0.971041, 0.963864, 0.957523, 0.951991, 0.947243, 0.943259, 0.940021, 0.937517, 0.935736, 0.93467, 
